robust-violet-104,azure-hill-103,zesty-cosmos-102,ancient-fire-101,swift-paper-100,restful-hill-99,zesty-frog-98,noble-monkey-97,giddy-wind-96,rare-haze-95
0.0,0.0,2.4,0.08,0.0,0.0,0.0,0.7999999999999999,0.48000000000000004,0.0
0.6,1.3199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.72,0.0,1.44,0.0,0.0,0.0,0.12000000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0
0.32,4.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.32,0.0,1.3600000000000005,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3000000000000007
0.0,1.1999999999999997,0.0,0.0,0.0,0.0,0.12,0.0,3.7800000000000002,0.0
0.0,2.720000000000001,0.08,0.0,0.0,0.0,0.0,0.0,0.9800000000000005,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
1.1600000000000004,0.36,0.0,0.0,0.0,0.0,0.0,0.6,0.0,5.0
2.9600000000000013,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
5.280000000000002,0.54,0.16,0.0,2.2400000000000007,0.0,6.000000000000002,2.04,0.14,0.0
0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0
0.0,2.4000000000000012,2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
0.0,0.0,0.0,0.0,1.12,0.0,0.0,1.2000000000000002,0.0,0.0
1.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.36000000000000004,6.380000000000002,0.0
2.1599999999999997,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0800000000000003,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.24,0.0
0.0,2.160000000000001,0.0,0.0,0.0,0.0,3.0,3.5200000000000005,1.3600000000000003,2.0
0.0,4.480000000000001,0.48000000000000015,0.0,0.0,0.7200000000000003,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.1999999999999993,0.0,0.0,1.4
5.800000000000002,0.2,0.0,0.0,0.0,0.0,0.48,1.1199999999999999,0.0,0.4200000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.9800000000000001
0.72,1.1600000000000004,0.0,0.0,0.0,3.0400000000000014,0.0,0.4000000000000001,0.0,0.0
1.5599999999999998,0.72,0.0,0.0,0.0,0.0,0.0,2.1599999999999997,1.9999999999999998,0.0
0.0,9.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6400000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
1.6000000000000003,0.0,0.0,0.0,0.0,0.0,0.9600000000000001,0.18,2.38,1.1199999999999999
0.6,3.5999999999999983,0.0,0.0,0.0,0.0,1.760000000000001,0.0,0.0,0.0
0.0,1.2999999999999998,0.0,0.0,0.0,0.0,1.6800000000000006,0.04,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.36,0.0,0.18
1.2,0.23999999999999996,0.0,0.0,0.0,0.0,0.25999999999999995,2.56,0.72,0.0
0.0,5.800000000000002,0.0,0.16,0.0,0.0,1.12,0.0,0.9999999999999999,0.0
3.2399999999999998,2.040000000000001,0.0,0.8800000000000004,0.0,0.0,0.0,4.200000000000001,0.0,2.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
3.780000000000001,0.48000000000000015,0.0,0.0,0.0,6.480000000000004,4.199999999999999,0.6599999999999999,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.48,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.5600000000000007,0.0,3.7399999999999984,2.3800000000000012,1.5
6.760000000000003,0.0,0.0,0.0,0.0,0.0,6.72,5.600000000000001,0.0,0.0
1.6800000000000006,0.0,0.0,0.0,0.0,3.6400000000000006,2.1999999999999997,0.0,0.0,0.0
5.939999999999996,0.0,0.0,0.0,0.0,4.800000000000002,0.04,1.5999999999999999,1.36,6.000000000000001
0.5000000000000001,0.0,0.0,0.0,0.0,0.7000000000000003,1.3199999999999998,5.8800000000000034,0.0,4.7600000000000025
8.960000000000004,0.0,0.0,0.0,0.0,4.8000000000000025,3.0600000000000014,3.1199999999999988,1.9799999999999995,4.900000000000002
7.920000000000005,0.0,0.0,0.0,0.0,0.8800000000000002,0.72,5.800000000000002,0.0,4.0
6.600000000000003,0.0,0.0,0.0,0.0,6.240000000000003,0.0,0.0,2.8599999999999994,3.0
4.680000000000002,0.0,0.0,0.0,0.0,10.200000000000005,4.079999999999999,4.199999999999999,5.200000000000002,7.440000000000002
10.640000000000004,0.0,0.0,0.0,0.0,2.2400000000000007,2.58,3.079999999999999,14.0,0.0
2.5199999999999996,0.0,0.0,0.0,0.0,6.480000000000001,0.56,7.280000000000004,3.8399999999999994,0.0
6.3,0.0,0.0,0.0,0.0,3.5000000000000004,1.9999999999999998,6.459999999999999,7.280000000000004,4.480000000000001
3.3600000000000003,0.0,0.0,0.0,0.0,0.8800000000000002,3.600000000000001,5.7600000000000025,3.0599999999999996,4.320000000000001
4.380000000000001,0.0,0.0,0.0,0.0,8.400000000000004,1.9199999999999997,5.7200000000000015,6.240000000000003,0.0
3.4000000000000012,0.0,0.0,0.0,0.0,0.0,4.2,5.200000000000001,2.1000000000000005,2.7600000000000016
0.0,0.0,0.0,0.0,0.0,0.08,2.5799999999999996,2.3399999999999994,5.12,5.280000000000003
1.8000000000000007,5.0,0.0,0.0,0.0,9.000000000000002,2.2,5.4,0.0,0.0
4.6400000000000015,0.0,0.0,0.0,0.0,0.32,6.9,4.419999999999999,2.1999999999999997,6.800000000000004
4.4,3.520000000000002,0.0,0.0,0.0,9.280000000000003,1.5599999999999998,5.040000000000002,4.62,5.600000000000002
0.9600000000000003,0.8400000000000004,0.0,0.0,0.0,5.600000000000002,4.6400000000000015,2.7199999999999998,5.439999999999999,5.440000000000003
6.240000000000003,0.0,0.0,0.0,0.0,0.0,1.68,7.9200000000000035,8.4,4.7600000000000025
0.0,0.0,0.0,0.0,0.0,8.400000000000004,0.0,4.000000000000001,5.7600000000000025,12.920000000000003
0.0,0.0,0.0,0.0,0.0,8.680000000000003,3.319999999999999,5.04,9.72,3.480000000000001
2.040000000000001,0.0,0.0,0.0,0.0,8.960000000000004,3.8800000000000017,5.46,6.020000000000003,0.0
0.0,0.0,0.0,0.0,0.0,4.900000000000002,2.9400000000000004,7.040000000000002,7.9200000000000035,4.000000000000002
8.160000000000004,0.0,0.0,0.0,0.0,7.500000000000001,2.3399999999999994,2.7199999999999998,7.219999999999999,1.6200000000000006
0.7800000000000004,0.0,0.0,0.0,0.0,10.440000000000003,2.0800000000000005,5.200000000000001,8.500000000000002,0.8600000000000004
7.020000000000003,0.0,0.0,0.0,0.0,9.500000000000002,1.4399999999999997,7.500000000000001,8.640000000000002,4.480000000000001
2.220000000000001,2.220000000000001,0.0,0.0,0.0,8.580000000000004,1.0999999999999999,3.920000000000001,15.500000000000014,5.200000000000002
0.0,0.0,0.0,0.0,0.0,9.600000000000005,0.8800000000000001,7.82,13.760000000000012,2.0
4.780000000000002,0.0,0.0,0.0,0.0,9.280000000000003,1.6799999999999997,1.5600000000000005,5.12,7.920000000000005
5.040000000000002,2.720000000000001,0.0,0.0,0.0,8.360000000000003,3.8,3.0800000000000005,7.9799999999999995,11.760000000000005
2.640000000000001,5.460000000000003,0.0,0.0,0.0,5.88,3.359999999999999,4.62,9.72,2.340000000000001
0.0,1.800000000000001,1.0,0.0,0.0,10.080000000000005,1.2,6.000000000000002,6.000000000000002,13.600000000000003
0.0,3.200000000000001,0.0,0.0,0.0,5.460000000000003,3.1999999999999997,2.1000000000000005,14.80000000000001,11.040000000000004
4.560000000000001,7.480000000000005,0.0,0.0,0.0,8.840000000000005,5.000000000000001,3.6,3.7399999999999993,3.520000000000002
9.460000000000006,3.840000000000001,0.0,1.0,0.0,10.92,2.8400000000000003,8.120000000000003,5.46,10.880000000000004
10.240000000000006,4.800000000000002,0.0,0.0,0.0,9.200000000000005,1.3199999999999998,8.800000000000002,3.3600000000000008,1.8600000000000008
14.0,6.660000000000003,0.0,0.0,0.0,11.560000000000004,5.940000000000001,7.000000000000001,11.880000000000008,9.240000000000004
0.0,4.620000000000002,0.0,0.0,0.0,9.180000000000003,1.2000000000000002,1.4400000000000004,12.960000000000008,10.360000000000005
4.920000000000003,5.940000000000001,0.0,0.0,0.0,8.360000000000003,0.0,0.5000000000000001,7.9200000000000035,12.900000000000011
11.160000000000007,1.7400000000000007,0.0,0.0,0.0,8.960000000000004,2.88,8.100000000000001,17.680000000000003,14.620000000000013
6.120000000000004,4.320000000000002,0.0,0.0,0.0,9.180000000000003,0.8799999999999999,2.7000000000000006,12.800000000000008,6.960000000000002
9.280000000000003,3.000000000000001,0.0,0.0,0.0,8.320000000000004,1.3800000000000001,7.56,10.400000000000002,9.520000000000005
1.920000000000001,6.960000000000002,0.0,0.0,0.0,5.520000000000003,6.560000000000003,9.200000000000003,7.859999999999999,9.300000000000004
7.700000000000003,7.200000000000005,0.0,0.0,0.0,12.240000000000004,3.1199999999999983,11.700000000000008,9.660000000000004,15.600000000000014
1.880000000000001,6.200000000000002,2.0,0.0,0.0,8.100000000000001,2.32,1.5600000000000005,11.500000000000007,0.0
9.900000000000004,8.400000000000004,0.0,0.0,0.0,0.0,3.4799999999999995,1.8400000000000005,16.279999999999994,14.0
10.260000000000005,6.459999999999998,0.0,0.0,0.0,14.820000000000013,7.3800000000000034,3.8400000000000007,11.040000000000006,6.660000000000003
0.0,4.320000000000002,0.0,0.0,0.0,0.0,7.560000000000001,9.280000000000003,17.000000000000004,12.920000000000003
0.46000000000000013,9.120000000000005,0.0,0.0,0.0,9.24,5.000000000000001,10.920000000000002,15.000000000000002,14.960000000000003
12.540000000000004,6.800000000000004,0.0,0.0,0.0,10.080000000000005,4.16,4.8000000000000025,18.240000000000013,14.520000000000005
12.48,5.699999999999999,0.0,0.0,0.0,2.040000000000001,3.4399999999999995,5.940000000000002,8.82,8.840000000000005
9.520000000000005,9.860000000000003,0.0,0.0,0.0,0.0,1.8800000000000003,7.540000000000002,14.28,19.200000000000014
12.88000000000001,9.240000000000002,0.0,0.0,0.0,4.62,5.500000000000001,9.920000000000005,15.079999999999998,16.120000000000015
14.520000000000005,11.200000000000008,0.0,0.0,0.0,12.000000000000007,2.2800000000000002,11.880000000000008,10.880000000000004,14.260000000000012
11.0,6.840000000000002,0.0,0.0,0.0,11.020000000000003,3.499999999999999,0.6200000000000002,18.04,9.200000000000005
13.120000000000006,9.120000000000005,1.0,0.0,0.0,12.48,1.84,0.0,17.600000000000005,21.0
13.02000000000001,6.760000000000003,0.0,0.0,0.0,9.880000000000003,3.659999999999999,6.600000000000002,16.500000000000004,18.000000000000004
11.040000000000006,6.72,2.0,0.0,0.0,11.440000000000001,2.599999999999999,7.540000000000002,20.640000000000015,12.60000000000001
15.0,8.000000000000002,0.0,0.0,0.0,13.52,4.24,9.520000000000005,15.080000000000004,19.040000000000003
10.540000000000006,8.280000000000001,2.0,0.0,0.0,11.520000000000007,1.5000000000000002,12.500000000000002,16.200000000000014,15.36000000000001
11.040000000000006,6.400000000000002,2.0,0.0,0.0,11.520000000000007,2.5199999999999996,15.120000000000013,18.36000000000001,22.40000000000001
14.080000000000009,5.4,2.0,0.0,0.0,15.6,2.999999999999999,16.8,25.919999999999998,18.90000000000001
13.440000000000008,6.799999999999998,3.0,0.0,0.0,12.480000000000008,4.479999999999999,11.200000000000006,20.72,22.96000000000001
10.240000000000006,9.900000000000004,0.0,0.0,0.0,12.480000000000008,3.599999999999999,14.4,21.700000000000024,20.520000000000007
13.02000000000001,7.800000000000004,5.0,0.0,0.0,7.280000000000004,1.24,13.440000000000008,23.00000000000003,19.000000000000007
14.260000000000012,5.7600000000000025,1.0,0.0,0.0,16.200000000000014,2.4399999999999995,17.980000000000018,20.160000000000014,17.360000000000017
10.800000000000002,7.599999999999999,0.0,0.0,0.0,3.9600000000000004,2.0,13.200000000000001,20.700000000000024,20.880000000000006
13.200000000000001,6.799999999999998,0.0,0.0,0.0,10.560000000000006,1.6400000000000003,16.2,30.77999999999999,20.279999999999994
11.960000000000008,14.700000000000014,3.0,0.0,0.0,12.319999999999999,3.1999999999999993,11.600000000000003,22.540000000000028,19.040000000000003
12.599999999999998,4.079999999999999,0.0,0.0,0.0,10.000000000000002,4.219999999999998,13.340000000000003,16.560000000000016,21.460000000000022
13.68000000000001,6.480000000000001,0.0,0.0,0.0,12.000000000000007,3.899999999999999,14.56000000000001,17.760000000000012,19.6
15.36000000000001,11.879999999999999,0.0,0.0,0.0,4.800000000000002,2.919999999999999,17.98000000000001,20.000000000000004,16.279999999999994
13.199999999999998,14.759999999999993,0.0,0.0,0.0,23.76,3.0200000000000005,17.980000000000018,13.800000000000011,17.679999999999996
6.44,9.100000000000005,0.0,0.0,0.0,9.660000000000004,2.02,16.740000000000016,31.00000000000004,20.88000000000002
10.400000000000006,8.400000000000004,0.0,0.0,0.0,17.000000000000004,3.44,13.50000000000001,21.460000000000022,21.84000000000002
14.060000000000013,7.680000000000004,0.0,0.0,0.0,17.159999999999997,1.5,21.600000000000005,22.359999999999992,19.32000000000002
19.140000000000015,6.760000000000003,1.0,0.0,0.0,20.279999999999994,1.4400000000000002,16.00000000000001,18.00000000000001,20.160000000000007
14.959999999999996,9.179999999999998,0.0,0.0,0.0,14.000000000000002,1.2,17.920000000000005,19.200000000000014,21.600000000000012
19.000000000000004,8.000000000000002,3.0,0.0,0.0,13.800000000000011,4.44,14.559999999999999,3.2200000000000006,26.88000000000002
13.800000000000011,12.000000000000002,0.0,0.0,0.0,13.800000000000011,4.4,15.6,18.40000000000002,23.39999999999999
18.199999999999996,7.9200000000000035,7.0,0.0,0.0,12.88000000000001,4.059999999999998,18.480000000000004,21.00000000000001,18.90000000000001
14.559999999999999,8.839999999999998,0.0,0.0,0.0,12.319999999999999,2.6799999999999997,7.280000000000004,23.520000000000017,20.240000000000023
14.759999999999993,9.72,0.0,0.0,0.0,12.320000000000007,2.16,22.040000000000024,18.92,17.360000000000007
15.000000000000002,8.839999999999998,6.0,0.0,0.0,22.040000000000013,2.5599999999999996,20.72,20.160000000000014,23.91999999999999
18.480000000000004,10.08,6.0,0.0,0.0,19.000000000000004,2.86,18.000000000000004,22.080000000000016,21.279999999999998
13.8,14.040000000000012,6.0,0.0,0.0,11.500000000000007,3.0999999999999988,22.400000000000016,21.120000000000015,18.060000000000006
12.480000000000008,12.599999999999996,0.0,0.0,0.0,18.240000000000013,1.9999999999999998,19.040000000000003,22.140000000000004,20.30000000000002
22.879999999999992,11.200000000000006,0.0,0.0,0.0,20.160000000000014,4.02,24.320000000000018,26.04000000000003,18.720000000000013
11.520000000000007,7.979999999999999,4.0,0.0,0.0,17.94000000000002,1.8200000000000007,18.90000000000001,21.600000000000016,18.04
17.820000000000007,18.400000000000002,6.0,0.0,0.0,20.240000000000023,7.9,22.399999999999995,18.500000000000004,20.520000000000007
18.199999999999996,12.599999999999996,0.0,0.0,0.0,21.620000000000026,3.1799999999999997,21.600000000000012,23.400000000000016,20.240000000000006
15.660000000000014,14.079999999999997,0.0,0.0,0.0,19.32000000000002,4.62,21.760000000000016,19.980000000000008,18.36000000000001
19.759999999999994,11.400000000000006,0.0,0.0,0.0,21.120000000000015,2.5999999999999996,23.78000000000003,21.460000000000022,19.500000000000004
17.920000000000005,12.239999999999997,6.0,0.0,0.0,15.54,1.0999999999999999,18.560000000000013,18.500000000000004,19.200000000000014
18.720000000000013,10.640000000000004,0.0,0.0,0.0,20.640000000000015,2.100000000000001,24.60000000000002,21.600000000000005,21.839999999999996
17.280000000000012,12.800000000000008,6.0,0.0,0.0,17.94000000000002,2.3999999999999995,20.40000000000001,19.759999999999994,19.040000000000003
27.52000000000002,9.280000000000003,1.0,0.0,0.0,17.159999999999997,3.239999999999999,26.40000000000001,20.72,22.399999999999995
21.060000000000006,9.600000000000005,0.0,0.0,0.0,20.700000000000024,1.9800000000000002,22.320000000000025,18.90000000000001,19.000000000000004
23.000000000000004,13.200000000000008,0.0,0.0,0.0,20.500000000000004,5.399999999999999,18.000000000000004,21.080000000000023,15.599999999999998
18.199999999999996,15.959999999999999,2.0,0.0,0.0,14.079999999999997,3.599999999999999,20.880000000000006,20.500000000000004,21.500000000000004
20.72,11.400000000000006,3.0,0.0,0.0,19.800000000000004,3.4999999999999996,19.22000000000002,17.159999999999997,19.800000000000008
24.36000000000003,7.56,7.0,0.0,0.0,16.00000000000001,2.839999999999999,22.800000000000015,17.82000000000001,17.159999999999997
23.76,16.719999999999995,3.0,0.0,0.0,20.240000000000023,1.8199999999999998,19.800000000000008,17.679999999999996,18.719999999999995
17.820000000000007,6.160000000000002,0.0,0.0,0.0,18.060000000000006,1.9599999999999995,18.480000000000008,17.000000000000004,18.480000000000004
21.120000000000008,8.740000000000002,0.0,0.0,0.0,14.000000000000009,4.3999999999999995,21.120000000000008,17.360000000000007,21.600000000000005
19.040000000000003,11.44,5.0,0.0,3.0,17.000000000000004,1.08,24.48,18.90000000000001,17.280000000000012
15.080000000000004,14.80000000000001,0.0,0.0,0.0,17.280000000000012,5.279999999999999,19.040000000000003,16.639999999999997,20.799999999999994
17.400000000000002,15.60000000000001,3.0,0.0,0.0,18.86000000000002,5.08,17.920000000000012,17.920000000000005,15.68000000000001
26.319999999999986,11.500000000000007,1.0,0.0,0.0,16.719999999999995,1.0199999999999998,20.880000000000006,19.980000000000008,22.040000000000024
26.999999999999996,15.12,7.0,0.0,0.0,16.800000000000008,3.4000000000000012,19.600000000000012,16.740000000000016,19.040000000000003
21.700000000000024,17.94000000000002,4.0,0.0,0.0,18.000000000000004,6.0,21.00000000000001,15.12000000000001,18.000000000000004
26.100000000000037,18.060000000000006,7.0,0.0,0.0,16.8,4.120000000000001,18.00000000000001,15.68000000000001,19.140000000000008
20.480000000000015,10.580000000000005,5.0,0.0,0.0,17.480000000000018,7.8000000000000025,15.960000000000003,16.24000000000001,21.00000000000001
20.460000000000022,17.640000000000004,18.0,0.0,0.0,16.40000000000001,3.5800000000000005,18.060000000000013,16.8,17.400000000000002
15.080000000000004,18.48,0.0,0.0,0.0,8.280000000000003,3.2600000000000007,17.680000000000003,16.240000000000006,18.480000000000008
17.360000000000007,6.44,5.0,0.0,0.0,13.639999999999997,9.22,17.500000000000014,16.2,12.48000000000001
24.940000000000033,18.000000000000004,0.0,0.0,0.0,16.279999999999994,4.600000000000001,20.72000000000002,21.120000000000015,16.320000000000004
14.520000000000005,17.020000000000017,0.0,0.0,0.0,14.959999999999996,6.400000000000003,20.400000000000002,19.720000000000002,14.280000000000003
15.6,16.279999999999994,0.0,0.0,0.0,12.800000000000008,1.5399999999999998,16.120000000000015,16.820000000000007,12.800000000000008
19.6,16.719999999999995,0.0,0.0,0.0,15.20000000000001,4.479999999999999,23.200000000000028,21.700000000000024,12.180000000000003
17.82000000000001,18.92,10.0,0.0,0.0,15.60000000000001,4.1400000000000015,15.960000000000003,17.98000000000001,12.60000000000001
23.400000000000016,18.500000000000004,20.0,0.0,0.0,16.100000000000016,5.9399999999999995,22.879999999999992,23.680000000000017,13.600000000000003
24.180000000000028,19.32000000000002,0.0,0.0,0.0,15.54,8.100000000000005,24.000000000000004,20.40000000000001,16.500000000000007
15.660000000000004,21.319999999999993,13.0,0.0,0.0,14.720000000000013,8.74,20.160000000000014,22.400000000000016,14.080000000000009
21.600000000000012,19.000000000000004,5.0,0.0,0.0,14.7,6.359999999999999,16.000000000000004,19.200000000000006,15.640000000000002
17.280000000000012,20.500000000000004,0.0,0.0,0.0,14.80000000000001,5.959999999999998,16.32000000000001,23.040000000000017,10.880000000000004
16.800000000000008,20.520000000000007,0.0,0.0,0.0,13.800000000000011,9.799999999999992,17.000000000000004,22.200000000000014,13.02000000000001
19.040000000000003,19.000000000000004,0.0,0.0,0.0,14.40000000000001,9.379999999999994,15.640000000000015,23.040000000000017,10.540000000000006
15.079999999999998,21.000000000000004,7.0,0.0,0.0,14.079999999999997,9.440000000000005,15.660000000000014,18.560000000000013,12.000000000000002
22.400000000000016,22.140000000000004,0.0,0.0,0.0,14.000000000000009,8.760000000000002,17.200000000000006,20.460000000000008,9.920000000000005
18.90000000000001,21.500000000000004,0.0,0.0,0.0,13.600000000000009,6.840000000000005,22.080000000000027,27.06000000000001,14.260000000000012
20.279999999999994,23.040000000000017,7.0,0.0,0.0,12.540000000000008,10.580000000000004,14.959999999999996,16.800000000000015,9.920000000000005
13.440000000000008,21.839999999999993,6.0,0.0,0.0,13.68000000000001,5.999999999999995,17.600000000000005,25.2,13.200000000000005
13.440000000000008,21.000000000000004,5.0,0.0,0.0,13.199999999999998,8.499999999999995,19.780000000000022,22.44,14.580000000000013
15.660000000000014,22.040000000000024,0.0,0.0,0.0,14.56000000000001,9.359999999999994,15.12,5.320000000000003,13.340000000000003
16.80000000000001,19.040000000000003,0.0,0.0,0.0,13.44,9.920000000000005,17.94000000000002,23.040000000000017,12.40000000000001
14.500000000000002,19.6,9.0,0.0,0.0,14.060000000000011,8.679999999999996,14.079999999999997,17.280000000000012,8.700000000000003
18.560000000000013,17.280000000000012,15.0,0.0,0.0,15.54,8.999999999999998,13.800000000000011,4.620000000000002,10.800000000000008
18.719999999999995,18.90000000000001,4.0,0.0,0.0,13.679999999999994,6.299999999999994,13.44,4.440000000000002,14.56000000000001
16.32000000000001,20.279999999999994,0.0,0.0,0.0,13.68000000000001,7.859999999999994,14.079999999999997,25.800000000000022,13.8
16.740000000000013,16.740000000000013,7.0,0.0,0.0,12.540000000000008,7.2000000000000055,15.12,5.320000000000003,13.920000000000003
17.599999999999998,18.36000000000001,7.0,0.0,0.0,14.000000000000009,9.52,13.34000000000001,6.080000000000004,15.080000000000004
15.000000000000002,17.40000000000001,6.0,0.0,0.0,13.200000000000008,6.799999999999992,18.560000000000013,23.10000000000001,14.04
15.180000000000014,15.080000000000004,6.0,0.0,0.0,14.440000000000012,9.379999999999994,21.160000000000025,4.900000000000002,13.440000000000008
8.000000000000002,16.820000000000007,6.0,0.0,0.0,12.18,10.839999999999991,11.520000000000007,5.600000000000002,14.500000000000004
9.000000000000002,16.639999999999997,0.0,0.0,0.0,12.759999999999998,6.799999999999992,12.319999999999999,4.900000000000002,14.880000000000013
12.480000000000008,19.980000000000008,9.0,0.0,0.0,11.34,6.999999999999991,13.920000000000009,3.9600000000000013,14.000000000000009
17.159999999999997,16.240000000000006,16.380000000000013,0.0,0.0,13.44,9.560000000000004,17.760000000000012,4.7600000000000025,15.080000000000004
7.9200000000000035,19.720000000000017,18.240000000000013,0.0,0.0,12.6,10.839999999999991,14.079999999999997,2.160000000000001,14.000000000000009
11.880000000000008,19.040000000000003,12.22000000000001,0.0,0.0,11.519999999999998,9.42,18.719999999999995,1.920000000000001,15.079999999999998
8.160000000000004,18.90000000000001,0.0,0.0,0.0,14.060000000000011,9.280000000000005,18.720000000000013,4.320000000000002,14.040000000000012
8.100000000000001,21.120000000000008,0.0,0.0,0.0,12.959999999999996,5.760000000000003,10.580000000000005,4.900000000000002,17.280000000000012
23.040000000000017,16.800000000000015,0.0,0.0,0.0,13.600000000000009,6.640000000000004,11.040000000000006,0.0,14.56000000000001
12.48,21.600000000000012,18.04000000000001,0.0,0.0,13.86,9.539999999999997,9.600000000000005,0.0,14.260000000000012
17.000000000000004,22.940000000000026,0.0,0.0,0.0,12.000000000000007,6.880000000000004,10.500000000000002,0.0,17.280000000000012
14.580000000000013,21.080000000000023,0.0,0.0,0.0,13.600000000000009,9.379999999999999,10.120000000000005,0.0,16.8
15.500000000000002,20.88000000000002,0.0,0.0,0.0,12.800000000000008,8.099999999999987,9.000000000000002,0.0,21.120000000000015
22.680000000000003,21.460000000000022,0.0,0.0,0.0,15.959999999999999,7.599999999999989,12.180000000000003,0.0,17.360000000000007
7.800000000000004,20.72,0.0,0.0,0.0,11.400000000000006,10.000000000000005,12.500000000000002,0.0,16.800000000000008
19.500000000000004,19.800000000000008,0.0,0.0,0.0,10.800000000000006,8.199999999999987,10.080000000000005,0.0,14.000000000000012
11.200000000000006,26.24000000000002,0.0,0.0,0.0,9.600000000000005,6.240000000000004,9.500000000000002,0.0,19.44000000000001
10.800000000000006,22.940000000000026,0.0,0.0,0.0,9.500000000000002,7.799999999999988,10.500000000000002,0.0,19.200000000000006
22.400000000000016,18.560000000000013,3.1200000000000006,0.0,0.0,8.74,5.840000000000003,9.880000000000003,0.0,0.0
4.080000000000002,21.460000000000022,0.0,0.0,0.0,8.800000000000004,8.400000000000004,10.080000000000005,0.0,18.600000000000005
8.400000000000004,24.320000000000018,0.0,0.0,0.0,9.200000000000005,7.599999999999989,17.920000000000005,0.0,2.280000000000001
4.340000000000002,17.360000000000017,0.0,0.0,0.0,8.800000000000004,7.899999999999988,11.000000000000002,0.0,1.920000000000001
9.600000000000003,18.480000000000008,0.0,0.0,0.0,7.9200000000000035,6.999999999999991,8.320000000000004,0.0,0.0
4.620000000000002,23.76000000000001,0.0,0.0,0.0,10.08,7.29999999999999,11.96,0.0,0.0
4.560000000000002,22.940000000000026,0.0,0.0,0.0,8.36,8.400000000000004,11.440000000000001,0.0,1.880000000000001
5.180000000000002,20.40000000000001,0.0,0.0,0.0,8.800000000000002,10.220000000000002,9.180000000000003,0.0,2.0
2.220000000000001,13.920000000000003,0.0,0.0,0.0,8.74,10.160000000000005,8.640000000000002,0.0,0.0
5.320000000000003,15.840000000000005,9.000000000000004,0.0,0.0,13.30000000000001,9.099999999999998,7.800000000000004,0.0,0.0
0.0,21.080000000000002,2.160000000000001,0.0,0.0,9.500000000000002,9.760000000000005,10.400000000000002,0.0,26.520000000000028
