fancy-sun-20,twilight-frog-19,hardy-blaze-18,vital-frost-17,astral-disco-16,bumbling-salad-15,usual-meadow-14,leafy-salad-13,glowing-bird-12,jolly-pyramid-11
1.0399999999999998,0.2,0.0,0.0,0.08,0.0,1.3200000000000003,0.0,0.0,0.8000000000000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0
0.0,0.0,0.14,1.2600000000000002,0.0,0.0,0.02,1.4,0.0,0.0
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.9800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.12000000000000001,0.96,0.0,0.0,0.0,0.0,0.0
0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,1.0799999999999998,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8400000000000005,0.5599999999999999,0.0
0.0,0.0,0.0,1.4399999999999997,0.6400000000000002,0.0,0.02,0.0,0.0,0.0
3.9199999999999986,0.0,0.0,0.0,0.0,0.4200000000000001,0.0,0.0,0.0,0.0
0.0,2.4,0.0,0.0,4.56,3.2400000000000007,0.39999999999999997,1.0,0.0,0.0
0.0,0.0,0.0,0.48000000000000015,0.0,0.0,0.96,0.6600000000000003,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0
1.2800000000000005,0.0,0.0,0.0,0.23999999999999996,0.9600000000000003,0.0,0.0,0.0,0.0
0.0,1.0400000000000003,0.0,1.9200000000000006,0.36000000000000004,0.9000000000000004,0.0,2.9400000000000017,1.5600000000000005,0.16
0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.0,0.27999999999999997,0.36,0.0,0.0,0.0,5.1999999999999975,0.32,0.0
0.5200000000000001,0.0,1.6000000000000003,0.0,0.0,0.0,0.0,0.0,0.36,0.0
0.14,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8400000000000005,0.14,0.0,0.0,0.0,0.52,2.66,0.0,0.0,0.0
0.0,0.08,0.0,0.0,6.000000000000002,0.0,0.0,0.0,0.36000000000000004,0.06
0.0,0.06,1.5000000000000004,0.0,0.7000000000000001,1.9600000000000009,0.0,0.0,0.0,0.0
2.0399999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25999999999999995,0.0
0.0,0.0,0.0,0.25999999999999995,0.0,0.0,0.06,0.0,0.0,0.0
2.160000000000001,0.0,0.0,1.5400000000000005,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2600000000000002,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001
0.0,1.9799999999999998,0.0,0.7800000000000002,0.72,0.0,0.0,0.0,0.0,2.160000000000001
0.9200000000000003,0.0,1.1999999999999997,0.0,0.54,0.0,0.0,0.64,9.280000000000003,3.839999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000001
7.480000000000005,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,2.1,3.9599999999999995,0.0
0.0,0.0,0.0,0.0,0.24000000000000002,0.0,0.0,1.3000000000000003,0.7999999999999999,0.0
0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
1.6000000000000003,0.0,0.0,0.0,0.7999999999999999,0.27999999999999997,0.0,0.0,0.0,0.0
0.0,0.0,0.5199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.46000000000000013,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.079999999999999,0.0
0.3,0.0,0.0,0.36000000000000004,0.8400000000000002,1.9200000000000006,1.4399999999999997,0.0,0.38000000000000006,0.0
9.520000000000005,1.7000000000000004,0.0,0.0,0.0,3.299999999999999,6.0,0.0,1.5599999999999998,1.4400000000000002
0.0,0.48000000000000015,0.0,3.1199999999999988,0.0,0.0,0.0,0.0,0.0,0.0
5.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.92
4.759999999999999,0.0,0.0,0.43999999999999995,1.2999999999999998,0.7600000000000001,0.0,4.159999999999998,2.1599999999999997,0.6600000000000003
0.0,0.0,1.6,0.0,4.8,0.0,0.0,0.0,1.0799999999999998,0.0
0.0,0.0,0.0,0.0,0.19999999999999998,0.33999999999999997,0.0,8.120000000000001,0.0,0.0
0.0,0.6000000000000001,0.72,0.0,0.0,0.0,0.0,0.28,0.6600000000000003,1.3600000000000005
0.0,0.0,0.0,0.0,0.0,3.0600000000000005,0.0,0.0,3.360000000000002,0.0
0.18,5.940000000000002,0.0,2.2400000000000007,0.6000000000000002,2.700000000000001,1.0800000000000003,0.0,0.48000000000000004,0.0
0.0,2.4,0.0,0.0,0.0,0.0,0.72,0.0,0.0,5.5200000000000005
0.6000000000000001,0.0,1.3200000000000003,2.52,0.0,0.24000000000000002,0.0,0.0,0.0,0.0
0.0,0.2,0.0,0.0,0.0,2.42,0.0,0.5800000000000002,4.86,0.0
0.0,0.0,0.8399999999999999,0.38000000000000006,2.400000000000001,0.0,0.0,3.2000000000000006,0.5400000000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
2.859999999999999,0.0,0.0,8.160000000000004,2.0799999999999996,1.2400000000000004,0.2,1.4000000000000006,0.0,0.0
0.0,0.0,0.9400000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.880000000000002,3.6400000000000023,0.0,1.3800000000000008,0.0,0.0,0.0,0.4400000000000001,0.0,0.0
2.400000000000001,4.939999999999998,0.0,0.0,0.8000000000000004,0.0,0.0,0.0,0.0,1.1200000000000003
0.0,0.0,0.0,0.0,1.6000000000000003,0.0,0.0,0.0,0.0,0.0
0.0,1.7999999999999998,0.0,0.4400000000000001,0.0,0.0,0.0,0.0,0.0,0.0
4.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000002
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.7800000000000004
6.960000000000001,0.0,0.0,0.0,0.0,0.9000000000000004,0.0,0.0,0.0,0.0
0.0,0.0,1.920000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000000000000018,3.9200000000000026,2.7600000000000016
0.0,0.0,0.0,1.5600000000000007,0.0,1.4000000000000004,1.28,0.0,1.8200000000000007,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.54,0.0,0.0,0.0,4.56,0.0,0.0,3.3999999999999995
0.0,1.0400000000000003,0.0,0.54,0.0,0.0,1.9000000000000006,0.0,0.0,0.8600000000000004
0.0,0.0,0.0,1.1000000000000003,7.040000000000001,0.0,1.4000000000000001,0.0,3.8400000000000007,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.43999999999999995,0.0,0.0,0.0,0.8000000000000003
0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7600000000000003,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.1600000000000006,0.0,3.400000000000001,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.500000000000002,0.6,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2,1.8000000000000012,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000002,0.0,0.7400000000000003,0.0
0.0,0.0,0.0,0.0,2.400000000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0799999999999996,0.39999999999999997,0.0,0.0,1.0200000000000005
0.0,0.0,0.14,0.0,2.04,0.0,1.6000000000000003,0.0,0.0,0.0
0.0,0.0,0.0,0.8400000000000004,0.0,0.0,2.520000000000002,0.0,0.0,3.680000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.6600000000000003,0.0,0.0,0.0
0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.3200000000000003,0.0,0.0,7.000000000000001,0.0,8.400000000000002,0.0
0.0,0.0,0.0,1.6800000000000006,0.0,0.0,1.9800000000000013,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.68,6.3799999999999955,0.0,1.9200000000000006,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.43999999999999995,0.0,1.8000000000000005,0.0,0.0,0.0,0.0,0.0
0.0,0.5800000000000002,0.0,0.8200000000000004,0.0,1.7000000000000004,8.880000000000003,12.160000000000007,0.0,5.979999999999997
0.0,0.0,0.0,0.0,1.5599999999999998,0.0,0.0,0.0,0.0,0.0
11.500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000012
0.0,0.32,0.0,0.0,0.0,0.0,0.0,5.920000000000003,0.0,0.0
0.0,0.0,0.1,0.0,0.9200000000000003,0.0,9.519999999999998,0.0,0.9600000000000003,0.0
0.48,1.1600000000000004,0.0,0.43999999999999995,0.0,3.4000000000000017,0.0,0.0,0.0,0.0
0.0,1.3200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4000000000000006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
0.0,0.5800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9600000000000005,0.0,0.0,0.0,0.0,0.0
0.9800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6400000000000002,0.0,2.56,0.7200000000000003,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.720000000000001,0.0,0.0,4.6,0.0,0.0,0.0
0.0,2.160000000000001,0.0,0.5000000000000001,7.199999999999999,0.0,0.0,0.0,0.6000000000000002,0.0
0.0,0.0,0.0,5.939999999999999,3.1000000000000014,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3,0.0,0.6800000000000003,0.0,0.0,0.0,2.800000000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.880000000000004,0.0,0.0
0.0,5.280000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6400000000000002,0.0,0.0,0.0,0.7200000000000003,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.200000000000006,0.0,0.0,0.0,4.559999999999999,0.0,0.0,0.6600000000000003,0.0,0.0
0.43999999999999995,1.2000000000000004,0.02,0.0,0.0,4.320000000000003,3.900000000000002,0.0,0.0,0.0
0.0,3.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,10.299999999999994,0.0
0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.6400000000000015,0.0,0.0,0.0,0.0,1.0200000000000005,0.0
0.0,0.0,0.0,1.6000000000000003,0.0,10.260000000000003,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,5.88,0.0
0.0,0.0,5.320000000000003,0.0,2.1600000000000006,0.0,0.0,0.0,0.7800000000000004,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.2400000000000007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
0.7400000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7199999999999999,0.0,5.120000000000002,0.0,0.0,0.0,0.0,0.0
0.0,4.799999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9600000000000026
0.0,0.0,0.0,2.9600000000000013,0.0,0.0,0.0,0.5400000000000001,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.1600000000000006,0.0,0.0,0.0,8.579999999999995
3.6400000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4200000000000026,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.2000000000000015,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.25999999999999995,0.6800000000000003,0.0,0.0,0.0,0.0,1.3600000000000005,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0
1.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,24.42000000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.880000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.179999999999994,0.0,4.240000000000002,0.0,0.0,0.0
0.0,0.0,1.8400000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7199999999999999,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0
0.7200000000000003,0.0,0.0,4.899999999999999,0.0,0.0,0.0,0.0,0.0,0.0
4.200000000000002,20.160000000000014,0.0,0.0,14.279999999999987,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8000000000000002,0.0,0.0,0.0,21.28,0.0,0.0,0.0,2.42,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
