radiant-lake-10,mild-snowflake-9,vital-eon-8,faithful-sun-7,playful-violet-6,fine-wood-5,worthy-dawn-4,visionary-bird-3,honest-lion-2,apricot-lake-1
0.0,0.0,0.0,0.18,0.5199999999999999,0.0,0.0,0.0,0.7,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.23999999999999996,2.56,3.6,0.0,0.0,1.5599999999999998,0.0
1.800000000000001,0.0,0.0,0.0,0.0,0.8400000000000004,7.440000000000002,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0
0.0,0.0,0.0,1.5600000000000007,0.0,0.0,0.8400000000000001,0.0,0.0,0.36000000000000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25999999999999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8800000000000002,0.0
0.0,0.8000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.459999999999999,2.1600000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,0.0,0.0,0.08,3.2400000000000007,0.0,0.18,0.0,0.12000000000000001,0.0
0.0,1.3200000000000005,0.0,0.0,0.0,1.9200000000000002,0.0,0.0,2.160000000000001,0.0
0.18,0.0,0.0,0.0,0.6800000000000003,0.0,0.0,2.0,0.52,0.0
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9600000000000004
0.9599999999999999,3.04,0.0,0.36000000000000004,0.5000000000000001,0.0,3.079999999999999,0.0,0.7200000000000001,0.0
0.0,1.3199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.23999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.899999999999999,0.9600000000000003,1.2999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.2400000000000004,3.2200000000000006,1.2000000000000006,0.0,0.0,0.0,0.0,4.7600000000000025,0.42000000000000004
0.7799999999999998,0.0,0.0,0.0,0.21999999999999997,2.1600000000000006,0.0,0.0,0.14,2.6600000000000015
0.0,0.0,7.0400000000000045,0.0,0.0,0.0,0.56,0.0,0.0,0.0
0.0,0.16,1.2,0.0,0.19999999999999998,0.12,0.0,0.0,0.0,0.0
0.0,0.42,0.0,0.0,0.0,1.5000000000000004,0.0,0.0,0.0,0.0
3.3599999999999985,2.7199999999999998,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,0.0,0.0
1.5600000000000007,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4400000000000001
0.0,0.0,0.0,0.0,0.0,0.0,0.8000000000000002,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.9599999999999999,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.42,0.0,0.0,0.14,0.0,0.0,0.0,3.120000000000002,0.1
0.0,1.5999999999999999,0.8200000000000004,0.0,0.0,6.120000000000004,3.3600000000000008,0.0,0.4,0.56
2.8000000000000007,0.08,1.5600000000000005,0.04,0.0,3.840000000000001,0.0,0.0,0.0,0.0
0.0,1.4000000000000004,3.0000000000000004,0.0,1.4400000000000002,0.8800000000000002,1.8400000000000005,0.06,11.760000000000007,5.88
0.0,1.6,0.0,0.0,0.0,0.0,1.2800000000000005,0.0,3.520000000000002,0.8999999999999999
0.0,0.0,0.4600000000000001,0.0,0.0,2.7000000000000006,0.0,0.42000000000000004,0.0,0.0
2.5000000000000004,0.36,0.0,1.4399999999999997,1.8000000000000003,0.0,0.0,2.8000000000000003,1.9800000000000009,0.0
7.040000000000003,7.360000000000002,0.0,0.0,3.1999999999999997,4.800000000000002,1.3600000000000005,0.0,3.520000000000001,1.5400000000000005
0.0,1.0999999999999999,6.500000000000001,0.0,6.079999999999999,2.1000000000000005,0.0,0.0,7.819999999999998,0.0
0.0,8.280000000000001,2.88,0.5200000000000001,1.4399999999999997,4.799999999999999,0.0,0.0,1.4,0.0
4.3000000000000025,0.5200000000000001,0.0,0.0,0.14,5.000000000000001,0.0,0.0,0.12,0.0
0.0,1.9200000000000002,0.0,0.0,1.5000000000000009,9.880000000000003,0.0,0.9600000000000003,2.8800000000000003,0.5400000000000001
0.0,2.6399999999999997,0.0,0.0,1.2000000000000002,6.240000000000003,1.5599999999999998,0.0,0.0,0.23999999999999996
0.0,7.280000000000004,6.0,4.160000000000001,1.36,5.0,1.0800000000000003,3.720000000000001,1.960000000000001,1.9999999999999998
0.0,0.0,7.440000000000002,0.0,12.320000000000007,5.760000000000001,7.480000000000005,0.0,4.179999999999998,0.0
0.0,0.0,10.500000000000002,0.04,3.3600000000000003,6.160000000000003,1.5000000000000004,0.0,0.24,0.0
0.0,1.4400000000000004,1.4400000000000004,0.39999999999999997,5.46,0.0,2.6000000000000005,2.88,4.56,1.1199999999999999
0.0,1.5200000000000007,6.8000000000000025,0.0,2.8800000000000003,12.160000000000004,3.2399999999999998,3.680000000000002,1.0999999999999999,0.4799999999999999
0.8200000000000004,0.0,0.38000000000000006,3.2800000000000016,3.6400000000000006,13.26000000000001,4.900000000000002,0.0,0.0,0.9599999999999999
0.0,8.160000000000005,5.4,0.0,4.320000000000001,6.720000000000003,3.0,0.0,2.1600000000000006,1.6400000000000008
0.0,3.2399999999999998,18.720000000000013,0.0,1.2000000000000002,0.7200000000000001,3.2000000000000015,0.0,7.539999999999996,1.1600000000000004
0.8800000000000004,1.0,0.0,0.0,4.159999999999998,8.400000000000006,2.400000000000001,0.0,5.580000000000002,0.16
3.600000000000002,12.18,10.56,5.180000000000002,3.1999999999999997,11.000000000000002,8.840000000000005,3.8,0.0,0.28
0.0,3.800000000000001,15.479999999999992,0.0,4.4,5.940000000000002,8.060000000000002,1.28,4.320000000000001,2.9999999999999996
0.0,11.200000000000006,10.200000000000003,7.000000000000003,7.680000000000004,10.560000000000004,17.400000000000002,3.920000000000001,7.699999999999994,2.8000000000000016
5.0,1.6800000000000006,6.380000000000002,0.0,1.9799999999999998,0.0,18.500000000000014,1.6799999999999997,9.859999999999998,4.480000000000001
4.680000000000002,6.3,6.720000000000004,0.0,14.88000000000001,13.640000000000011,7.800000000000003,2.900000000000001,7.600000000000003,2.1600000000000006
0.9800000000000005,0.0,0.0,1.0,1.3200000000000003,0.0,12.000000000000009,0.0,7.360000000000002,5.000000000000002
0.0,9.72,11.96,0.0,4.679999999999998,7.680000000000004,3.0,0.23999999999999996,7.600000000000003,1.5400000000000005
0.0,12.420000000000009,9.200000000000003,7.2600000000000025,7.200000000000001,5.88,0.0,0.0,9.239999999999997,2.1000000000000005
17.480000000000008,0.0,0.0,3.04,1.28,15.36000000000001,11.440000000000001,0.0,9.360000000000001,1.4000000000000004
0.0,11.400000000000006,10.660000000000005,5.0,5.04,0.1,17.480000000000004,1.3200000000000003,3.2399999999999998,0.9200000000000003
5.0,13.34000000000001,16.800000000000008,6.720000000000003,5.760000000000001,28.079999999999995,19.240000000000016,0.0,6.599999999999998,7.920000000000002
1.0,11.500000000000007,5.180000000000002,0.0,4.400000000000001,2.8000000000000007,3.8000000000000016,0.0,10.919999999999995,6.4999999999999964
0.0,8.740000000000002,14.960000000000003,6.080000000000004,2.56,12.480000000000008,21.32000000000001,0.0,4.18,2.1600000000000006
0.0,8.000000000000005,4.200000000000002,0.0,2.8800000000000003,9.800000000000006,9.900000000000006,0.0,9.239999999999998,2.7199999999999998
9.0,4.6800000000000015,9.360000000000007,4.0,2.3999999999999995,10.360000000000005,9.800000000000006,12.759999999999998,8.839999999999998,3.120000000000002
4.0,12.420000000000009,9.0,6.080000000000004,4.179999999999998,22.0,3.7800000000000007,11.520000000000008,11.700000000000008,9.880000000000004
1.0,8.100000000000001,17.280000000000012,11.180000000000009,4.320000000000001,12.320000000000007,22.620000000000026,0.6000000000000001,6.4999999999999964,16.40000000000001
12.0,13.02,19.6,7.200000000000005,9.0,21.060000000000006,13.200000000000005,3.840000000000001,12.500000000000002,3.600000000000002
0.0,6.000000000000001,17.280000000000012,3.0,2.599999999999999,1.0,14.260000000000012,0.0,5.719999999999996,11.519999999999998
0.0,14.04,14.660000000000013,12.600000000000007,10.200000000000003,20.50000000000001,10.540000000000006,0.0,8.100000000000001,13.34000000000001
0.0,18.199999999999996,13.20000000000001,0.0,15.20000000000001,10.540000000000006,9.240000000000004,2.9600000000000013,8.579999999999995,6.44
3.920000000000002,1.2000000000000004,6.440000000000004,5.0,9.3,20.68000000000002,15.960000000000004,2.3399999999999994,21.120000000000015,10.500000000000007
4.0,17.760000000000012,15.0,8.280000000000005,6.159999999999996,15.360000000000012,17.500000000000014,0.0,15.60000000000001,5.699999999999998
6.0,12.880000000000008,13.16000000000001,19.240000000000016,8.740000000000002,14.400000000000011,15.200000000000003,0.28,14.40000000000001,17.63999999999999
4.0,14.559999999999999,10.080000000000005,12.000000000000009,7.800000000000004,27.359999999999996,8.280000000000005,1.5399999999999998,11.400000000000002,7.56
11.700000000000006,6.9,8.680000000000003,22.200000000000024,24.42000000000001,8.580000000000004,5.040000000000003,9.360000000000005,10.500000000000004,7.360000000000002
0.0,20.000000000000004,17.160000000000014,15.480000000000015,8.160000000000004,12.60000000000001,19.720000000000002,0.0,11.200000000000006,6.600000000000003
15.0,20.700000000000024,10.640000000000004,20.460000000000008,14.100000000000012,11.90000000000001,18.500000000000014,0.0,12.579999999999997,12.159999999999997
3.0,13.440000000000008,18.900000000000016,28.700000000000014,12.319999999999991,8.960000000000004,16.28000000000001,0.0,22.880000000000013,10.500000000000002
11.0,12.48,11.840000000000005,15.600000000000014,7.799999999999997,12.240000000000004,14.080000000000009,0.0,13.319999999999995,18.04
9.0,14.500000000000004,18.48000000000001,7.020000000000003,10.500000000000004,13.720000000000008,10.880000000000004,2.8000000000000016,4.840000000000001,14.580000000000013
11.0,13.86,22.320000000000004,14.800000000000006,9.879999999999994,21.600000000000005,14.440000000000003,0.0,12.480000000000006,2.859999999999999
4.0,15.839999999999995,9.000000000000005,16.320000000000004,10.879999999999997,13.50000000000001,22.320000000000004,0.0,6.9,8.579999999999995
12.0,21.060000000000006,18.719999999999995,13.16000000000001,9.600000000000001,17.760000000000012,11.520000000000007,0.0,14.720000000000013,16.80000000000001
17.64000000000001,14.04,22.44,20.880000000000006,10.359999999999996,16.200000000000014,23.800000000000008,10.800000000000002,19.759999999999994,19.740000000000013
18.80000000000002,16.740000000000013,19.0,19.600000000000012,7.0,16.8,14.72000000000001,1.3199999999999998,12.000000000000007,22.359999999999992
14.100000000000012,19.200000000000014,25.200000000000003,8.800000000000006,10.260000000000003,22.879999999999992,20.160000000000004,0.32,12.579999999999997,11.44
9.800000000000006,9.360000000000003,19.840000000000014,19.36000000000001,15.680000000000009,24.42000000000001,25.160000000000032,13.920000000000009,17.159999999999997,13.639999999999997
7.0,18.000000000000004,19.720000000000017,10.920000000000007,16.000000000000007,19.980000000000018,2.5800000000000014,25.20000000000002,22.000000000000004,14.820000000000013
9.0,18.48,22.399999999999995,10.400000000000007,10.92,27.0,20.460000000000008,6.3799999999999955,9.66,16.319999999999997
14.720000000000004,20.000000000000004,14.880000000000013,27.359999999999996,11.780000000000006,18.600000000000005,16.800000000000004,3.220000000000002,14.80000000000001,19.800000000000004
9.800000000000006,18.719999999999995,16.800000000000015,24.640000000000004,18.48,15.580000000000007,7.0,1.08,21.839999999999996,15.839999999999991
18.0,18.90000000000001,21.120000000000015,12.600000000000005,14.40000000000001,22.620000000000026,17.920000000000012,1.2000000000000002,12.18,17.500000000000004
13.0,18.719999999999995,5.640000000000003,22.200000000000024,14.399999999999993,17.600000000000012,25.74000000000001,9.600000000000005,13.939999999999996,15.479999999999992
22.0,8.800000000000006,9.900000000000004,22.96000000000001,14.820000000000013,17.820000000000007,7.2600000000000025,16.120000000000015,8.000000000000002,16.80000000000002
16.0,11.040000000000006,17.360000000000007,27.000000000000036,21.59999999999999,17.0,10.560000000000004,10.400000000000002,18.60000000000002,11.44
31.020000000000035,13.8,28.16000000000002,23.76,18.35999999999999,26.04000000000003,29.440000000000023,16.500000000000004,15.119999999999992,17.60000000000001
21.0,22.540000000000028,26.04000000000003,26.88000000000002,11.76,16.64000000000001,26.52,7.499999999999997,16.119999999999997,16.640000000000008
18.0,23.400000000000016,18.360000000000003,9.0,12.800000000000008,27.300000000000004,24.48,3.9600000000000013,22.040000000000024,15.479999999999992
13.0,22.560000000000016,23.000000000000018,21.0,13.86,25.919999999999998,17.820000000000007,13.500000000000002,14.520000000000005,9.799999999999997
19.0,19.6,27.20000000000002,25.08000000000002,14.759999999999993,15.6,22.36000000000001,8.400000000000002,20.40000000000001,10.560000000000004
19.0,17.480000000000018,20.460000000000008,20.50000000000001,17.86000000000001,24.000000000000018,21.76,9.000000000000002,24.000000000000018,17.920000000000005
14.0,10.640000000000006,25.740000000000027,20.160000000000004,23.200000000000028,25.420000000000012,27.20000000000002,4.399999999999998,19.780000000000022,22.799999999999997
31.360000000000017,19.800000000000008,25.900000000000006,18.72000000000001,25.500000000000004,26.520000000000028,29.04000000000001,10.08,24.500000000000007,20.520000000000003
21.120000000000015,14.04,30.420000000000034,10.120000000000005,22.080000000000027,30.340000000000014,24.48,24.200000000000017,14.260000000000012,14.759999999999993
22.0,21.000000000000004,34.32,22.200000000000024,12.18,21.78000000000001,18.200000000000014,13.939999999999996,17.020000000000017,14.279999999999996
14.0,16.800000000000008,21.460000000000022,21.280000000000012,18.04,18.60000000000002,24.360000000000003,12.599999999999996,17.020000000000017,12.88000000000001
29.400000000000016,19.680000000000014,26.40000000000002,28.86000000000003,21.66,22.320000000000025,25.84,2.800000000000001,19.360000000000003,15.640000000000015
19.600000000000012,21.600000000000016,21.560000000000013,31.080000000000002,18.90000000000001,28.08000000000003,22.320000000000004,17.48000000000001,27.26000000000004,19.799999999999986
24.96000000000002,13.000000000000002,8.280000000000005,11.0,25.999999999999975,18.560000000000013,18.560000000000013,21.839999999999996,18.86000000000002,17.600000000000005
31.020000000000035,23.92000000000003,22.320000000000004,15.200000000000003,24.3,31.919999999999973,28.12000000000004,21.84000000000002,22.00000000000001,17.600000000000005
20.580000000000013,21.319999999999993,24.94000000000001,21.06000000000002,16.340000000000014,19.780000000000012,22.400000000000016,17.920000000000012,17.94000000000002,21.600000000000016
22.0,19.040000000000003,27.600000000000026,22.040000000000013,11.340000000000007,24.320000000000018,20.28000000000002,21.060000000000006,23.519999999999992,15.300000000000015
22.560000000000024,20.30000000000001,32.00000000000002,25.900000000000034,18.92,23.10000000000001,33.44000000000003,0.0,24.500000000000007,15.54
22.560000000000024,22.680000000000003,22.680000000000003,21.84000000000002,20.799999999999994,24.60000000000002,27.359999999999996,15.60000000000001,21.839999999999993,19.780000000000022
21.160000000000014,19.800000000000008,33.11999999999999,30.340000000000014,20.580000000000016,27.900000000000034,22.44000000000001,19.000000000000004,26.51999999999999,20.240000000000023
15.360000000000012,26.459999999999997,23.800000000000008,24.180000000000025,24.95999999999999,31.360000000000024,12.000000000000009,20.240000000000006,23.520000000000017,19.999999999999996
29.400000000000016,25.500000000000004,28.86000000000003,12.000000000000009,10.920000000000002,27.880000000000013,27.359999999999996,25.74000000000001,21.120000000000008,19.780000000000022
31.0,26.500000000000004,27.600000000000026,21.50000000000001,18.04,24.48,16.28000000000001,25.800000000000022,24.95999999999999,18.8
20.0,24.96000000000002,31.980000000000036,25.760000000000023,21.000000000000004,28.38000000000001,25.900000000000006,18.900000000000013,24.96000000000002,20.680000000000007
26.0,22.540000000000028,38.48000000000007,22.880000000000006,21.000000000000018,20.800000000000015,25.60000000000002,20.680000000000007,24.64000000000002,19.380000000000006
32.559999999999995,27.06000000000001,15.200000000000003,30.23999999999999,25.08000000000001,27.000000000000025,25.08000000000002,22.260000000000023,25.900000000000006,19.760000000000005
28.20000000000003,20.000000000000004,26.639999999999997,22.040000000000013,22.680000000000025,28.700000000000003,25.200000000000003,21.460000000000022,26.100000000000037,23.39999999999999
25.0,17.360000000000007,28.860000000000042,28.700000000000003,22.540000000000028,27.52000000000002,28.799999999999994,23.0,25.47999999999999,20.799999999999994
21.0,24.000000000000004,24.80000000000002,34.55999999999999,24.84,30.720000000000024,22.40000000000001,25.300000000000033,25.99999999999999,18.90000000000001
34.32,27.439999999999984,30.95999999999999,31.920000000000034,27.559999999999988,25.74000000000001,35.70000000000002,20.640000000000015,24.940000000000033,21.59999999999999
26.100000000000033,27.559999999999988,38.4,32.56000000000005,28.200000000000028,29.919999999999998,24.180000000000025,22.419999999999998,20.520000000000007,23.200000000000028
31.020000000000035,20.520000000000007,25.0,27.360000000000024,22.959999999999994,27.72000000000001,26.639999999999997,23.760000000000016,24.500000000000004,23.320000000000014
30.080000000000034,26.879999999999985,31.279999999999998,25.740000000000027,21.000000000000018,33.11999999999999,29.919999999999998,22.560000000000016,24.000000000000018,22.560000000000016
24.440000000000026,30.799999999999976,30.0,22.400000000000016,22.359999999999992,30.599999999999998,31.980000000000036,25.45999999999999,20.240000000000023,23.999999999999982
27.000000000000036,26.100000000000037,35.20000000000001,34.320000000000036,26.000000000000004,28.800000000000022,32.39999999999999,16.800000000000008,18.92,27.600000000000037
29.0,23.220000000000002,34.960000000000036,31.080000000000048,26.40000000000002,25.800000000000008,24.94000000000001,20.680000000000007,25.99999999999999,28.32000000000002
26.32000000000003,21.839999999999993,29.600000000000023,30.8,26.51999999999999,28.380000000000006,32.39999999999999,0.0,25.38,19.799999999999986
33.60000000000002,26.51999999999999,22.200000000000024,24.180000000000025,25.919999999999998,25.16,35.72000000000003,21.279999999999998,20.500000000000004,30.77999999999999
30.080000000000034,27.06000000000001,25.160000000000032,33.62000000000002,15.500000000000002,33.60000000000001,27.300000000000004,27.03999999999999,23.39999999999999,25.92000000000002
29.700000000000042,26.660000000000032,29.919999999999998,32.80000000000002,22.560000000000016,32.00000000000002,35.52000000000006,23.760000000000016,22.680000000000003,24.940000000000033
21.120000000000015,28.619999999999994,28.80000000000004,28.00000000000002,27.600000000000026,31.279999999999998,27.359999999999996,19.599999999999998,26.51999999999999,22.540000000000028
31.020000000000035,30.77999999999999,31.92,34.20000000000003,25.19999999999999,33.600000000000016,36.26000000000006,24.64000000000002,14.260000000000012,17.480000000000018
31.280000000000033,23.91999999999999,30.420000000000034,28.12000000000004,25.300000000000033,28.700000000000014,35.70000000000002,22.00000000000001,25.38,26.68000000000004
29.44000000000003,28.55999999999998,27.060000000000013,21.280000000000012,21.160000000000025,25.60000000000002,37.000000000000064,21.120000000000015,17.159999999999997,23.599999999999984
34.0,28.079999999999995,29.760000000000023,36.12000000000002,29.760000000000023,36.480000000000025,34.78000000000006,29.639999999999986,31.500000000000004,23.76
34.0,28.619999999999994,38.72000000000001,29.64000000000003,23.320000000000014,33.62000000000002,30.340000000000046,23.040000000000017,31.919999999999973,27.999999999999982
30.080000000000034,30.23999999999999,35.2,33.300000000000054,24.840000000000032,31.5,31.67999999999999,24.84,27.559999999999988,27.140000000000036
33.12000000000003,25.47999999999999,27.880000000000013,24.320000000000018,28.619999999999994,29.24,35.52000000000006,29.280000000000022,28.079999999999995,22.540000000000028
37.72000000000004,30.239999999999977,28.20000000000003,26.40000000000002,26.500000000000004,32.680000000000035,37.43999999999998,26.51999999999999,33.48000000000003,23.999999999999982
30.0,24.940000000000033,23.0,32.39999999999999,30.500000000000004,29.600000000000044,35.72000000000003,0.0,31.00000000000004,25.38
38.70000000000004,27.03999999999999,28.800000000000022,32.680000000000035,23.520000000000017,28.00000000000002,31.67999999999999,25.08000000000002,29.699999999999992,25.52000000000002
